Playlist ID,Channel ID,Time Created,Time Updated,Title,Description,Visibility
UU2r9dt95z08Aowq3ZS-l7pA,UC2r9dt95z08Aowq3ZS-l7pA,,,Uploads from Cameron Bruce,,

Video ID,Time Added

